gouvernement,category,num_bedrooms,num_bathrooms,surface_area,transaction_type,date,price
"Sousse, Sahloul",Appartements,1,1,60,À Louer,4 février 2020,0
"Sousse, Kantaoui",Appartements,2,1,101,À Vendre,4 février 2020,220
"Sousse, Sousse Riadh",Locations de vacances,1,1,80,À Louer,4 février 2020,250
"Sousse, Kalaâ Kebira",Maisons et Villas,4,2,2000,À Vendre,4 février 2020,380000
"Sousse, Sousse","Magasins, Commerces et Locaux industriels",1,30,,À Louer,4 février 2020,650
"Sousse, Hammam Sousse",Appartements,2,1,80,À Vendre,4 février 2020,210000
"Sousse, Autres villes",Appartements,4,2,0,À Vendre,4 février 2020,230
"Sousse, Hergla",Terrains et Fermes,,,,,4 février 2020,150
"Sousse, Sousse",Appartements,2,1,100,À Louer,4 février 2020,500
"Sousse, Sahloul",Appartements,3,1,125,À Louer,4 février 2020,800
"Sousse, Sousse Jawhara",Appartements,2,2,140,À Vendre,4 février 2020,300000
"Sousse, Akouda",Terrains et Fermes,,,,,4 février 2020,300000
"Sousse, Sousse Jawhara",Appartements,2,1,118,À Vendre,4 février 2020,240000
"Sousse, Sousse Jawhara",Terrains et Fermes,,,,,4 février 2020,546000
"Sousse, Sousse",Appartements,2,1,113,À Louer,4 février 2020,1100
"Sousse, Sahloul",Appartements,2,2,100,À Vendre,4 février 2020,145000
"Sousse, Sousse Riadh",Appartements,2,1,75,À Vendre,4 février 2020,105000
"Sousse, Zaouit-Ksibat Thrayett",Terrains et Fermes,,,,,4 février 2020,123000
"Sousse, Sousse Jawhara",Terrains et Fermes,,,,,4 février 2020,275000
"Sousse, Kalaâ Kebira",Locations de vacances,3,4,8000,À Louer,4 février 2020,400
"Sousse, Sousse Riadh",Appartements,2,1,100,À Louer,4 février 2020,350
"Sousse, Akouda",Maisons et Villas,4,2,700,À Vendre,4 février 2020,900000
"Sousse, Sahloul",Maisons et Villas,6,2,600,À Vendre,4 février 2020,800000
"Sousse, Akouda",Appartements,1,1,79,À Vendre,4 février 2020,170000
"Sousse, Autres villes",Appartements,1,1,75,À Louer,4 février 2020,450
"Sousse, Sahloul",Appartements,3,3,166,À Vendre,4 février 2020,360000
"Sousse, Sahloul",Terrains et Fermes,,,,,4 février 2020,305000
"Sousse, Sousse Jawhara",Maisons et Villas,1,1,1,À Louer,4 février 2020,1
"Sousse, Hammam Sousse",Maisons et Villas,3,1,101,À Vendre,4 février 2020,135000
"Sousse, Kalaâ Kebira",Terrains et Fermes,,,,,4 février 2020,0
"Sousse, Kalaâ Kebira",Terrains et Fermes,,,,,4 février 2020,120
"Sousse, Hammam Sousse",Appartements,1,1,40,À Louer,4 février 2020,650
"Sousse, Sousse",Locations de vacances,1,1,80,À Louer,4 février 2020,60
"Sousse, Sousse",Bureaux et Plateaux,2,1,85,À Louer,4 février 2020,600
"Sousse, Sousse",Maisons et Villas,2,1,1,À Louer,4 février 2020,500
"Sousse, Sahloul",Maisons et Villas,3,1,1,À Louer,4 février 2020,900
"Sousse, Sousse Jawhara","Magasins, Commerces et Locaux industriels",2,1,150,À Vendre,4 février 2020,350000
"Sousse, Hammam Sousse",Appartements,3,1,100,À Louer,4 février 2020,600
"Sousse, Hammam Sousse",Appartements,3,1,115,À Louer,4 février 2020,800
"Sousse, Sousse",Autre Immobilier,,,,,4 février 2020,0
"Sousse, Akouda",Maisons et Villas,4,1,200,À Vendre,4 février 2020,480000
"Sousse, Sousse Riadh",Maisons et Villas,3,1,115,À Vendre,4 février 2020,128000
"Sousse, Akouda",Appartements,4,2,135,À Vendre,4 février 2020,245000
"Sousse, Akouda",Maisons et Villas,5,1,1,À Louer,4 février 2020,1500
"Sousse, Sousse Jawhara",Maisons et Villas,5,2,400,À Louer,4 février 2020,1300
"Sousse, Sousse",Maisons et Villas,5,1,1,À Louer,4 février 2020,1600
"Sousse, Hammam Sousse",Appartements,2,1,110,À Louer,4 février 2020,800
"Sousse, Hammam Sousse",Appartements,2,1,110,À Louer,4 février 2020,700
"Sousse, Hammam Sousse",Locations de vacances,1,1,55,À Louer,4 février 2020,80
"Sousse, Sousse Sidi Abdelhamid",Appartements,2,1,87,À Vendre,4 février 2020,0
"Sousse, Sahloul",Appartements,2,1,110,À Louer,4 février 2020,700
"Sousse, Hammam Sousse","Magasins, Commerces et Locaux industriels",1,1,40,À Louer,4 février 2020,0
"Sousse, M'saken",Terrains et Fermes,,,,,4 février 2020,195
"Sousse, Kantaoui",Appartements,2,1,60,À Vendre,4 février 2020,85000
"Sousse, Zaouit-Ksibat Thrayett",Terrains et Fermes,,,,,4 février 2020,32500
"Sousse, Kalaâ Kebira",Maisons et Villas,3,2,218,À Vendre,4 février 2020,270
"Sousse, Sousse Riadh",Locations de vacances,1,1,1,À Vendre,3 février 2020,700
"Sousse, Kantaoui",Appartements,1,1,60,À Louer,3 février 2020,300
"Sousse, Kalaâ Sghira",Terrains et Fermes,,,,,3 février 2020,200
"Sousse, Hergla",Terrains et Fermes,,,,,3 février 2020,130
"Sousse, Sousse Médina",Maisons et Villas,4,1,90,À Louer,3 février 2020,450
"Sousse, M'saken",Terrains et Fermes,,,,,3 février 2020,39000
"Sousse, Sousse",Terrains et Fermes,,,,,3 février 2020,75
"Sousse, Sousse Jawhara",Appartements,1,1,52,À Louer,3 février 2020,700
"Sousse, Sousse Jawhara",Appartements,1,1,65,À Vendre,3 février 2020,185000
"Sousse, Hammam Sousse",Appartements,1,1,1,À Louer,3 février 2020,0
"Sousse, Sousse Jawhara",Appartements,3,1,102,À Vendre,3 février 2020,65000
"Sousse, Akouda",Terrains et Fermes,,,,,3 février 2020,0
"Sousse, Kalaâ Sghira",Maisons et Villas,3,1,321,À Vendre,3 février 2020,0
"Sousse, Sousse Sidi Abdelhamid",Terrains et Fermes,,,,,3 février 2020,337500
"Sousse, Hergla",Terrains et Fermes,,,,,3 février 2020,0
"Sousse, Hammam Sousse",Appartements,2,2,90,À Louer,3 février 2020,600
"Sousse, Kantaoui",Maisons et Villas,5,2,400,À Vendre,3 février 2020,800
"Sousse, Sousse",Appartements,2,1,80,À Louer,3 février 2020,1000
"Sousse, Sousse Riadh",Appartements,2,1,117,À Vendre,3 février 2020,0
"Sousse, Kalaâ Kebira",Maisons et Villas,6,1,260,À Vendre,3 février 2020,70000
"Sousse, Sahloul",Appartements,3,1,143,À Vendre,3 février 2020,299000
"Sousse, Sousse Riadh",Maisons et Villas,2,2,127,À Vendre,3 février 2020,165000
"Sousse, Sousse Sidi Abdelhamid",Terrains et Fermes,,,,,3 février 2020,850000
"Sousse, Akouda",Maisons et Villas,4,2,300,À Vendre,3 février 2020,420000
"Sousse, Sahloul",Terrains et Fermes,,,,,3 février 2020,889000
"Sousse, Sousse Jawhara",Appartements,1,1,45,À Louer,3 février 2020,350
"Sousse, Sahloul",Maisons et Villas,13,3,350,À Vendre,3 février 2020,1250000
"Sousse, Sousse Médina",Bureaux et Plateaux,1,1,61,À Vendre,3 février 2020,150000
"Sousse, Zaouit-Ksibat Thrayett","Magasins, Commerces et Locaux industriels",2,1,200,À Louer,3 février 2020,600
"Sousse, Sousse Riadh",Terrains et Fermes,,,,,3 février 2020,99000
"Sousse, Sahloul",Appartements,3,2,150,À Louer,3 février 2020,700
"Sousse, Sahloul",Appartements,3,2,140,À Louer,3 février 2020,730
"Sousse, Sousse Riadh",Maisons et Villas,5,1,150,À Louer,3 février 2020,450
"Sousse, Sousse Jawhara",Appartements,3,2,150,À Louer,3 février 2020,800
"Sousse, Sousse Riadh",Appartements,2,2,102,À Vendre,3 février 2020,201000
"Sousse, Sousse Jawhara",Appartements,3,2,150,À Vendre,3 février 2020,355000
"Sousse, Autres villes",Terrains et Fermes,,,,,3 février 2020,650
"Sousse, Zaouit-Ksibat Thrayett",Maisons et Villas,4,1,120,À Louer,3 février 2020,240
"Sousse, Zaouit-Ksibat Thrayett",Appartements,4,1,120,À Louer,3 février 2020,300
"Sousse, Kalaâ Kebira",Maisons et Villas,4,1,160,À Vendre,3 février 2020,107
"Sousse, Hergla",Terrains et Fermes,,,,,3 février 2020,255000
"Sousse, Sousse Jawhara",Appartements,2,1,180,À Louer,3 février 2020,620
"Sousse, Autres villes",Appartements,2,1,90,À Louer,3 février 2020,450
"Sousse, Sousse Jawhara",Appartements,2,1,150,À Louer,3 février 2020,450
"Sousse, Sousse Jawhara",Appartements,2,2,145,À Vendre,3 février 2020,275000
"Sousse, Hammam Sousse",Maisons et Villas,7,4,1610,À Vendre,3 février 2020,4300000
"Sousse, Kalaâ Sghira",Maisons et Villas,2,1,120,À Louer,3 février 2020,0
"Sousse, M'saken",Appartements,2,1,33,À Louer,3 février 2020,0
"Sousse, Hammam Sousse",Maisons et Villas,3,2,250,À Louer,3 février 2020,1200
"Sousse, Hammam Sousse",Maisons et Villas,3,2,205,À Vendre,3 février 2020,250000
"Sousse, Sousse",Bureaux et Plateaux,2,1,41,À Vendre,3 février 2020,100
"Sousse, Sahloul",Maisons et Villas,3,2,130,À Louer,3 février 2020,800
"Sousse, Akouda",Terrains et Fermes,,,,,3 février 2020,200000
"Sousse, Sahloul",Appartements,3,2,120,À Louer,3 février 2020,950
"Sousse, Sousse Jawhara",Maisons et Villas,35,12,1200,À Louer,3 février 2020,12000
"Sousse, Sahloul",Maisons et Villas,3,2,200,À Louer,3 février 2020,1250
"Sousse, Sahloul","Magasins, Commerces et Locaux industriels",1,1,1313,À Louer,3 février 2020,0
"Sousse, M'saken",Appartements,3,1,86,À Vendre,3 février 2020,70000
"Sousse, Autres villes",Appartements,3,1,150,À Louer,3 février 2020,800
"Sousse, Sousse Jawhara",Maisons et Villas,3,1,110,À Louer,3 février 2020,0
"Sousse, Sousse",Maisons et Villas,3,1,525,À Vendre,3 février 2020,590000
"Sousse, Hammam Sousse",Appartements,2,1,90,À Louer,3 février 2020,500
"Sousse, Kantaoui",Terrains et Fermes,,,,,3 février 2020,1250000
"Sousse, Zaouit-Ksibat Thrayett",Terrains et Fermes,,,,,3 février 2020,1
"Sousse, Sousse",Bureaux et Plateaux,2,1,122,À Louer,3 février 2020,750
"Sousse, Hergla",Appartements,2,1,105,À Vendre,3 février 2020,185000
"Sousse, Sahloul",Appartements,3,1,120,À Louer,3 février 2020,1000
"Sousse, Sahloul",Maisons et Villas,5,3,480,À Vendre,3 février 2020,860000
"Sousse, Akouda",Appartements,2,1,94,À Vendre,3 février 2020,270000
"Sousse, Sousse",Maisons et Villas,4,2,230,À Vendre,3 février 2020,210000
"Sousse, Hammam Sousse",Appartements,2,1,120,À Louer,3 février 2020,1200
"Sousse, Sahloul",Terrains et Fermes,,,,,3 février 2020,271000
"Sousse, Sousse",Appartements,1,1,200,À Vendre,3 février 2020,200000
"Sousse, Sousse Jawhara",Appartements,2,1,150,À Vendre,3 février 2020,249000
"Sousse, Sousse",Locations de vacances,1,1,80,À Louer,3 février 2020,60
"Sousse, Sahloul",Appartements,3,2,143,À Vendre,3 février 2020,330000
"Sousse, Akouda",Maisons et Villas,5,4,450,À Vendre,3 février 2020,0
"Sousse, Sahloul",Appartements,2,1,110,À Vendre,3 février 2020,275000
"Sousse, Hammam Sousse",Maisons et Villas,3,2,254,À Vendre,3 février 2020,350000
"Sousse, Autres villes",Maisons et Villas,2,1,100,À Louer,3 février 2020,35
"Sousse, Sousse Médina",Appartements,2,1,1,À Louer,3 février 2020,450
"Sousse, Autres villes",Maisons et Villas,3,1,200,À Louer,3 février 2020,0
"Sousse, Sahloul",Appartements,2,1,124,À Vendre,3 février 2020,278000
"Sousse, Hergla",Appartements,2,1,70,À Louer,3 février 2020,60
"Sousse, Sousse Jawhara",Appartements,2,1,70,À Vendre,3 février 2020,200000
"Sousse, Sahloul",Appartements,4,1,140,À Louer,3 février 2020,900
"Sousse, Sousse Jawhara",Appartements,4,1,137,À Vendre,3 février 2020,355000
"Sousse, Akouda",Terrains et Fermes,,,,,3 février 2020,105000
"Sousse, Sousse Jawhara",Appartements,2,1,90,À Louer,3 février 2020,1000
"Sousse, Sousse Jawhara",Appartements,4,1,120,À Vendre,3 février 2020,180000
"Sousse, Sousse Riadh",Maisons et Villas,3,1,127,À Louer,3 février 2020,180000
"Sousse, Sousse",Appartements,1,1,220,À Louer,3 février 2020,800
"Sousse, Sousse",Locations de vacances,1,1,120,À Louer,3 février 2020,60
"Sousse, Hammam Sousse",Appartements,1,1,100,À Louer,3 février 2020,350
"Sousse, Kalaâ Sghira",Terrains et Fermes,,,,,3 février 2020,63
"Sousse, Sousse",Appartements,55762910,55762910,55762910,À Vendre,3 février 2020,1500
"Sousse, Autres villes",Appartements,3,1,80,À Louer,3 février 2020,0
"Sousse, Hammam Sousse","Magasins, Commerces et Locaux industriels",1,1,180,À Louer,2 février 2020,800
"Sousse, Autres villes",Terrains et Fermes,,,,,2 février 2020,100
"Sousse, Autres villes",Maisons et Villas,1,1,110,À Vendre,2 février 2020,0
"Sousse, Enfidha",Appartements,4,1,500,À Vendre,2 février 2020,135000
"Sousse, Sousse",Appartements,2,2,150,À Louer,2 février 2020,710
"Sousse, M'saken",Terrains et Fermes,,,,,2 février 2020,50000
"Sousse, Autres villes",Maisons et Villas,1,1,20,À Louer,2 février 2020,350
"Sousse, Enfidha",Terrains et Fermes,,,,,2 février 2020,75000
"Sousse, Hergla",Appartements,1,1,62,À Vendre,2 février 2020,155
"Sousse, Kalaâ Sghira",Terrains et Fermes,,,,,2 février 2020,0
"Sousse, Akouda","Magasins, Commerces et Locaux industriels",1,1,40,À Vendre,2 février 2020,0
"Sousse, Autres villes",Maisons et Villas,4,2,0,À Louer,2 février 2020,0
"Sousse, Hergla",Appartements,1,1,65,À Louer,2 février 2020,70
"Sousse, M'saken",Appartements,2,1,1,À Vendre,2 février 2020,180
"Sousse, Hergla",Appartements,2,1,70,À Louer,2 février 2020,60
"Sousse, Sousse Riadh",Appartements,2,1,100,À Louer,2 février 2020,390
"Sousse, Autres villes",Maisons et Villas,3,1,850,À Vendre,2 février 2020,0
"Sousse, Kalaâ Kebira",Maisons et Villas,3,1,157,À Vendre,2 février 2020,125000
"Sousse, M'saken",Appartements,3,1,95,À Louer,2 février 2020,350
"Sousse, Bouficha",Terrains et Fermes,,,,,2 février 2020,0
"Sousse, Bouficha",Terrains et Fermes,,,,,2 février 2020,0
"Sousse, Bouficha",Terrains et Fermes,,,,,2 février 2020,0
"Sousse, Bouficha",Terrains et Fermes,,,,,2 février 2020,0
"Sousse, Bouficha",Terrains et Fermes,,,,,2 février 2020,0
"Sousse, Bouficha",Terrains et Fermes,,,,,2 février 2020,0
"Sousse, Bouficha",Terrains et Fermes,,,,,2 février 2020,0
"Sousse, Autres villes",Maisons et Villas,3,1,200,À Vendre,2 février 2020,240000
"Sousse, Kantaoui",Terrains et Fermes,,,,,2 février 2020,350
"Sousse, Kalaâ Sghira",Maisons et Villas,2,1,120,À Louer,2 février 2020,300
"Sousse, Kalaâ Sghira",Terrains et Fermes,,,,,2 février 2020,120
"Sousse, Autres villes",Terrains et Fermes,,,,,2 février 2020,0
"Sousse, Sousse Riadh","Magasins, Commerces et Locaux industriels",,,,,2 février 2020,0
"Sousse, Autres villes",Terrains et Fermes,,,,,2 février 2020,25000000
"Sousse, Sousse",Locations de vacances,2,2,120,À Louer,2 février 2020,80
"Sousse, Akouda",Terrains et Fermes,,,,,2 février 2020,170
"Sousse, Autres villes",Appartements,2,1,70,À Louer,2 février 2020,380
"Sousse, Autres villes",Terrains et Fermes,,,,,2 février 2020,620
"Sousse, Enfidha",Terrains et Fermes,,,,,2 février 2020,0
"Sousse, Autres villes","Magasins, Commerces et Locaux industriels",2,1,20,À Louer,2 février 2020,0
"Sousse, Sousse Riadh",Appartements,2,1,80,À Louer,1 février 2020,450
"Sousse, Autres villes",Appartements,1,1,80,À Louer,1 février 2020,450
"Sousse, Hammam Sousse",Appartements,1,1,90,À Louer,1 février 2020,0
"Sousse, Hammam Sousse",Appartements,1,90,,À Louer,1 février 2020,0
"Sousse, Autres villes",Terrains et Fermes,,,,,1 février 2020,30
"Sousse, Kalaâ Sghira",Maisons et Villas,3,1,1,À Vendre,1 février 2020,85000
"Sousse, Akouda",Maisons et Villas,2,1,70,À Louer,1 février 2020,0
"Sousse, Autres villes",Appartements,2,1,120,À Louer,1 février 2020,1000
"Sousse, Hammam Sousse",Terrains et Fermes,,,,,1 février 2020,0
"Sousse, Hammam Sousse",Maisons et Villas,1,1,185,À Vendre,1 février 2020,75000
"Sousse, Sousse Riadh",Terrains et Fermes,,,,,1 février 2020,0
"Sousse, Sahloul",Appartements,1,1,50,À Louer,1 février 2020,370
"Sousse, Sousse Riadh","Magasins, Commerces et Locaux industriels",1,1,110,À Louer,1 février 2020,900
"Sousse, Kantaoui",Appartements,2,2,200,À Louer,1 février 2020,1800
"Sousse, Autres villes",Appartements,2,1,120,À Louer,1 février 2020,570
"Sousse, Sousse Jawhara",Locations de vacances,3,1,122,À Louer,1 février 2020,80
"Sousse, Enfidha",Terrains et Fermes,,,,,1 février 2020,0
"Sousse, Autres villes",Appartements,3,2,114,À Vendre,1 février 2020,0
"Sousse, Sousse Jawhara",Appartements,2,1,100,À Louer,1 février 2020,770
"Sousse, Autres villes",Terrains et Fermes,,,,,1 février 2020,0
"Sousse, Sousse Médina",Appartements,3,1,120,À Louer,1 février 2020,600
"Sousse, Sousse Jawhara",Maisons et Villas,6,4,1000,À Louer,1 février 2020,2200
"Sousse, Sousse Médina",Appartements,4,1,126,À Vendre,1 février 2020,210000
"Sousse, Sahloul",Appartements,3,1,186,À Vendre,1 février 2020,270000
"Sousse, Sousse",Terrains et Fermes,,,,,1 février 2020,280000
"Sousse, Kantaoui",Appartements,1,1,60,À Louer,1 février 2020,1200
"Sousse, Hammam Sousse",Appartements,2,1,120,À Louer,1 février 2020,750
"Sousse, Sousse Sidi Abdelhamid",Terrains et Fermes,,,,,1 février 2020,0
"Sousse, Sousse",Appartements,2,1,120,À Louer,1 février 2020,390
"Sousse, Sousse",Maisons et Villas,4,2,255,À Vendre,1 février 2020,950000
"Sousse, Sousse",Appartements,2,1,115,À Vendre,1 février 2020,222
"Sousse, Autres villes",Appartements,2,1,100,À Louer,1 février 2020,300
"Sousse, M'saken",Appartements,1,5,,À Vendre,1 février 2020,60
"Sousse, Autres villes",Autre Immobilier,,,,,1 février 2020,0
"Sousse, Sousse",Appartements,3,2,139,À Vendre,1 février 2020,450000
"Sousse, Sousse Riadh",Appartements,2,1,95,À Louer,1 février 2020,480
"Sousse, Sousse Riadh","Magasins, Commerces et Locaux industriels",1,1,27,À Louer,1 février 2020,350
"Sousse, Akouda",Appartements,2,1,90,À Vendre,1 février 2020,185000
"Sousse, Akouda",Appartements,1,1,35,À Vendre,1 février 2020,92000
"Sousse, Sahloul",Appartements,3,1,143,À Vendre,1 février 2020,299000
"Sousse, Sousse Jawhara",Appartements,1,1,131,À Vendre,1 février 2020,137000
"Sousse, Sousse Jawhara",Autre Immobilier,,,,,1 février 2020,350
"Sousse, Autres villes",Maisons et Villas,5,3,300,À Louer,1 février 2020,1400
"Sousse, Sahloul","Magasins, Commerces et Locaux industriels",1,80,,À Vendre,1 février 2020,120000
"Sousse, Sahloul",Bureaux et Plateaux,2,1,95,À Vendre,1 février 2020,160000
"Sousse, Sousse Jawhara",Appartements,2,1,170,À Louer,1 février 2020,500
"Sousse, Sahloul",Appartements,3,1,90,À Vendre,1 février 2020,137000
"Sousse, Sousse Jawhara",Maisons et Villas,4,1,452,À Vendre,1 février 2020,1050000
"Sousse, M'saken",Terrains et Fermes,,,,,1 février 2020,0
"Sousse, Sousse Jawhara",Maisons et Villas,4,1,357,À Vendre,1 février 2020,570000
"Sousse, Kalaâ Sghira",Appartements,1,1,40,À Louer,1 février 2020,200
"Sousse, Enfidha",Terrains et Fermes,,,,,1 février 2020,5463
"Sousse, Kalaâ Kebira",Terrains et Fermes,,,,,1 février 2020,380000
"Sousse, Sousse Jawhara",Terrains et Fermes,,,,,1 février 2020,307000
"Sousse, Akouda",Terrains et Fermes,,,,,1 février 2020,673
"Sousse, Hammam Sousse","Magasins, Commerces et Locaux industriels",1,1,1,À Vendre,1 février 2020,8000
"Sousse, Autres villes",Appartements,0,1,30,À Vendre,1 février 2020,100000
"Sousse, Kalaâ Kebira","Magasins, Commerces et Locaux industriels",3,1,550,À Louer,1 février 2020,1600
"Sousse, Sahloul",Appartements,4,1,182,À Vendre,31 janvier 2020,380000
"Sousse, Kalaâ Kebira",Terrains et Fermes,,,,,31 janvier 2020,0
"Sousse, Sahloul",Bureaux et Plateaux,2,300,,À Vendre,31 janvier 2020,0
"Sousse, Sousse",Locations de vacances,1,1,80,À Louer,31 janvier 2020,60
"Sousse, Akouda",Terrains et Fermes,,,,,31 janvier 2020,300000
"Sousse, Kalaâ Sghira",Appartements,1,1,35,À Louer,31 janvier 2020,0
"Sousse, Sousse",Appartements,3,1,240,À Vendre,31 janvier 2020,480000
"Sousse, Sousse Riadh",Maisons et Villas,2,2,127,À Vendre,31 janvier 2020,165000
"Sousse, Sousse Riadh",Appartements,2,1,115,À Vendre,31 janvier 2020,222000
"Sousse, Sahloul",Terrains et Fermes,,,,,31 janvier 2020,398
